YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2023,12,26,4,AA,1264,TAIL064,ORD,JFK,82,82.0,82.0,21.0,92.0,170,168.0,101.0,1476,228.0,4.0,228,228.0,82.0,0,0,,13.0,18.0,36.0,6.0,
2023,6,9,7,WN,1265,TAIL065,ATL,LAX,2270,2270.0,56.0,10.0,2280.0,116,214.0,115.0,1338,2332.0,3.0,2332,2332.0,56.0,0,0,,16.0,10.0,85.0,7.0,26.0
2023,10,7,4,SW,1266,TAIL066,ATL,LAX,716,,85.0,7.0,726.0,218,97.0,90.0,2287,829.0,19.0,829,829.0,85.0,0,0,,19.0,18.0,60.0,22.0,13.0
2023,11,2,6,SW,1267,TAIL067,LAX,LAX,24,24.0,47.0,6.0,34.0,227,232.0,71.0,1687,229.0,12.0,229,229.0,47.0,0,0,,22.0,12.0,,0.0,38.0
2023,6,28,4,WN,1268,TAIL068,ORD,SFO,2068,2068.0,140.0,16.0,2078.0,181,108.0,188.0,1886,2164.0,9.0,2164,2164.0,140.0,0,0,,8.0,6.0,27.0,48.0,1.0
2023,10,25,7,WN,1269,TAIL069,ORD,JFK,1979,1979.0,161.0,9.0,1989.0,162,,121.0,2210,2130.0,10.0,2130,2130.0,161.0,0,0,,1.0,16.0,32.0,70.0,
2023,4,11,3,WN,1270,TAIL070,LAX,JFK,1384,1384.0,69.0,12.0,1394.0,89,145.0,108.0,384,1482.0,,1482,1482.0,69.0,0,0,,29.0,1.0,33.0,43.0,39.0
2023,5,18,5,WN,1271,TAIL071,ORD,ATL,949,949.0,88.0,24.0,959.0,223,184.0,93.0,747,1107.0,4.0,1107,1107.0,88.0,0,0,,31.0,4.0,28.0,,3.0
2023,5,27,3,DL,1272,TAIL072,ORD,SFO,1813,1813.0,109.0,7.0,1823.0,112,65.0,,1503,1884.0,17.0,1884,1884.0,109.0,0,0,,47.0,7.0,54.0,25.0,
2023,1,27,4,UA,1273,TAIL073,LAX,JFK,2116,2116.0,50.0,13.0,,173,107.0,,2608,2295.0,17.0,2295,2295.0,50.0,0,0,,42.0,9.0,66.0,57.0,6.0
2023,4,17,7,AA,1274,TAIL074,JFK,JFK,2199,2199.0,162.0,14.0,2209.0,172,237.0,171.0,2741,2266.0,15.0,2266,2266.0,162.0,0,0,,39.0,0.0,6.0,13.0,15.0
2023,8,5,6,UA,1275,TAIL075,ATL,JFK,660,660.0,60.0,29.0,670.0,147,,130.0,1720,,8.0,715,715.0,60.0,0,0,,4.0,17.0,50.0,,15.0
2023,6,8,5,WN,1276,TAIL076,ATL,LAX,1151,1151.0,6.0,6.0,1161.0,161,107.0,172.0,641,,4.0,1187,1187.0,6.0,0,0,,29.0,6.0,59.0,57.0,35.0
2023,6,26,7,UA,1277,TAIL077,ATL,ORD,434,434.0,-2.0,12.0,444.0,178,86.0,,1395,494.0,9.0,494,494.0,,0,0,,31.0,2.0,69.0,10.0,36.0
2023,3,27,7,DL,1278,TAIL078,ORD,LAX,472,472.0,,28.0,482.0,156,194.0,152.0,2465,,2.0,504,504.0,6.0,0,0,,17.0,14.0,56.0,52.0,4.0
2023,2,4,2,WN,1279,TAIL079,SFO,ORD,1668,1668.0,21.0,,1678.0,115,,167.0,1809,1794.0,13.0,1794,1794.0,21.0,0,0,,28.0,7.0,,58.0,32.0
2023,5,11,5,SW,1280,TAIL080,ORD,LAX,363,363.0,-11.0,17.0,373.0,192,232.0,172.0,2459,543.0,11.0,543,543.0,-11.0,0,0,,,,43.0,0.0,7.0
2023,10,13,3,DL,1281,TAIL081,LAX,ORD,1410,1410.0,15.0,18.0,,155,,150.0,672,1511.0,15.0,1511,1511.0,15.0,0,0,,7.0,,,1.0,0.0
2023,4,14,1,WN,1282,TAIL082,JFK,ORD,1584,1584.0,165.0,29.0,1594.0,155,,194.0,1940,1770.0,14.0,1770,1770.0,165.0,0,0,,32.0,0.0,78.0,49.0,0.0
2023,2,7,5,UA,1283,TAIL083,SFO,SFO,829,829.0,72.0,24.0,839.0,98,130.0,191.0,2892,866.0,3.0,866,866.0,,0,0,,7.0,5.0,87.0,37.0,21.0
2023,9,9,5,DL,1284,TAIL084,LAX,SFO,265,,-19.0,22.0,275.0,106,,220.0,547,436.0,4.0,436,436.0,-19.0,0,0,,7.0,,81.0,,8.0
2023,12,21,1,DL,1285,TAIL085,ATL,LAX,30,30.0,165.0,27.0,40.0,202,64.0,,608,61.0,2.0,61,,165.0,0,0,,22.0,18.0,79.0,41.0,16.0
2023,6,26,1,AA,1286,TAIL086,ATL,SFO,2354,2354.0,176.0,24.0,2364.0,70,193.0,109.0,1329,5.0,11.0,5,5.0,176.0,0,0,,41.0,9.0,9.0,27.0,
2023,1,16,5,AA,1287,TAIL087,ATL,ATL,1267,1267.0,171.0,22.0,,149,147.0,127.0,2224,1486.0,18.0,1486,1486.0,171.0,0,0,,20.0,7.0,62.0,65.0,39.0
2023,10,5,1,AA,1288,TAIL088,ORD,ORD,1124,1124.0,,22.0,1134.0,228,203.0,198.0,1381,1198.0,,1198,1198.0,,0,0,,37.0,1.0,47.0,,
2023,7,24,6,UA,1289,TAIL089,JFK,SFO,2295,2295.0,179.0,25.0,2305.0,68,65.0,231.0,829,5.0,7.0,5,5.0,179.0,0,0,,19.0,0.0,47.0,2.0,17.0
2023,1,13,3,AA,1290,TAIL090,SFO,SFO,426,426.0,72.0,15.0,436.0,100,209.0,136.0,749,595.0,12.0,595,595.0,72.0,0,0,,23.0,18.0,54.0,68.0,17.0
2023,1,13,2,SW,1291,TAIL091,JFK,JFK,568,568.0,144.0,16.0,,99,201.0,214.0,2004,612.0,10.0,612,612.0,,0,0,,51.0,0.0,81.0,23.0,13.0
2023,6,18,3,WN,1292,TAIL092,JFK,ATL,829,829.0,,23.0,839.0,104,76.0,,1062,1013.0,14.0,1013,1013.0,168.0,0,0,,4.0,15.0,82.0,17.0,
2023,5,20,1,UA,1293,TAIL093,ORD,ATL,1635,1635.0,149.0,9.0,1645.0,219,217.0,234.0,746,1857.0,14.0,1857,1857.0,149.0,0,0,,29.0,5.0,85.0,68.0,23.0
2023,5,19,3,SW,1294,TAIL094,ATL,SFO,591,591.0,90.0,16.0,601.0,162,237.0,139.0,610,790.0,4.0,790,790.0,90.0,0,0,,58.0,8.0,30.0,26.0,29.0
2023,9,3,1,WN,1295,TAIL095,LAX,JFK,2067,2067.0,33.0,17.0,2077.0,182,211.0,67.0,931,2181.0,7.0,2181,2181.0,33.0,0,0,,14.0,13.0,11.0,59.0,18.0
2023,12,2,7,WN,1296,TAIL096,LAX,ATL,434,434.0,97.0,7.0,444.0,66,,234.0,1473,640.0,2.0,640,640.0,97.0,0,0,,21.0,4.0,7.0,,21.0
2023,3,3,6,SW,1297,TAIL097,ATL,ATL,353,353.0,56.0,,363.0,114,,128.0,1932,573.0,4.0,573,,56.0,0,0,,21.0,18.0,,72.0,32.0
2023,8,27,5,WN,1298,TAIL098,JFK,ATL,736,736.0,94.0,10.0,746.0,60,73.0,160.0,2427,855.0,5.0,855,855.0,94.0,0,0,,5.0,12.0,6.0,55.0,5.0
2023,5,28,5,DL,1299,TAIL099,SFO,SFO,1739,1739.0,-18.0,25.0,1749.0,182,135.0,,493,1964.0,7.0,1964,1964.0,-18.0,0,0,,41.0,11.0,76.0,30.0,25.0
2023,10,24,4,UA,1300,TAIL000,ATL,ORD,1238,1238.0,-18.0,27.0,,131,235.0,206.0,2845,,10.0,1417,1417.0,,0,0,,51.0,10.0,4.0,39.0,19.0
2023,5,1,6,SW,1301,TAIL001,SFO,JFK,2245,2245.0,91.0,22.0,2255.0,115,233.0,78.0,1211,84.0,11.0,84,84.0,91.0,0,0,,45.0,11.0,,21.0,31.0
2023,9,1,5,UA,1302,TAIL002,SFO,LAX,1697,1697.0,159.0,22.0,1707.0,215,229.0,75.0,1790,1808.0,5.0,1808,1808.0,,0,0,,40.0,,64.0,72.0,15.0
2023,1,17,3,WN,1303,TAIL003,LAX,ATL,2144,2144.0,120.0,22.0,2154.0,173,,196.0,302,2332.0,4.0,2332,,120.0,0,0,,58.0,4.0,,60.0,0.0
2023,4,3,5,UA,1304,TAIL004,ORD,SFO,2308,2308.0,,8.0,2318.0,102,78.0,78.0,940,,2.0,71,71.0,177.0,0,0,,51.0,,66.0,14.0,9.0
2023,4,11,5,SW,1305,TAIL005,ORD,LAX,1177,1177.0,,28.0,,82,203.0,120.0,1139,1212.0,15.0,1212,1212.0,132.0,0,0,,,8.0,37.0,77.0,17.0
2023,1,12,3,WN,1306,TAIL006,ORD,JFK,2129,2129.0,140.0,6.0,2139.0,121,111.0,175.0,1833,2162.0,4.0,2162,2162.0,140.0,0,0,,49.0,10.0,79.0,,25.0
2023,5,6,2,DL,1307,TAIL007,LAX,LAX,1789,1789.0,32.0,18.0,1799.0,235,210.0,233.0,854,1869.0,12.0,1869,1869.0,32.0,0,0,,44.0,10.0,86.0,60.0,21.0
2023,5,12,6,DL,1308,TAIL008,JFK,SFO,268,268.0,174.0,,,86,153.0,142.0,1454,493.0,4.0,493,493.0,174.0,0,0,,58.0,14.0,35.0,23.0,38.0
2023,1,2,6,AA,1309,TAIL009,ATL,JFK,2296,2296.0,113.0,19.0,2306.0,120,,119.0,1356,84.0,4.0,84,,113.0,0,0,,32.0,,18.0,0.0,
2023,9,1,7,AA,1310,TAIL010,JFK,ATL,759,759.0,,17.0,769.0,87,66.0,69.0,563,898.0,4.0,898,898.0,94.0,0,0,,36.0,4.0,45.0,29.0,16.0
2023,12,19,6,WN,1311,TAIL011,ATL,LAX,2188,2188.0,96.0,,2198.0,221,108.0,213.0,2293,,11.0,2357,2357.0,96.0,0,0,,28.0,12.0,15.0,,29.0
2023,12,13,5,DL,1312,TAIL012,SFO,ORD,2315,2315.0,169.0,7.0,2325.0,122,229.0,99.0,2329,101.0,15.0,101,101.0,169.0,1,0,,,5.0,28.0,78.0,8.0
2023,12,2,1,DL,1313,TAIL013,ORD,ATL,2167,,154.0,6.0,2177.0,62,162.0,113.0,736,2216.0,14.0,2216,2216.0,154.0,0,0,,35.0,1.0,36.0,17.0,22.0
2023,9,4,2,WN,1314,TAIL014,JFK,JFK,836,,146.0,6.0,846.0,154,154.0,209.0,523,981.0,16.0,981,,146.0,0,0,,10.0,17.0,88.0,43.0,13.0
2023,4,18,4,DL,1315,TAIL015,ORD,LAX,995,995.0,89.0,23.0,1005.0,82,161.0,167.0,681,1112.0,,1112,1112.0,89.0,0,0,,4.0,13.0,6.0,56.0,26.0
2023,12,18,2,UA,1316,TAIL016,SFO,ORD,1699,1699.0,,12.0,1709.0,94,183.0,182.0,594,1887.0,11.0,1887,1887.0,154.0,0,0,,,3.0,30.0,1.0,33.0
2023,7,7,4,SW,1317,TAIL017,ATL,ORD,2280,2280.0,48.0,19.0,2290.0,214,197.0,131.0,2436,,14.0,2340,2340.0,48.0,0,0,,45.0,15.0,1.0,23.0,4.0
2023,7,6,4,WN,1318,TAIL018,JFK,LAX,2221,2221.0,-2.0,28.0,,145,177.0,100.0,2029,2375.0,2.0,2375,2375.0,-2.0,0,0,,30.0,16.0,37.0,31.0,9.0
2023,10,5,5,UA,1319,TAIL019,ATL,SFO,1059,1059.0,36.0,,1069.0,159,80.0,187.0,1711,1101.0,18.0,1101,1101.0,36.0,0,0,,8.0,18.0,82.0,1.0,35.0
2023,4,7,7,UA,1320,TAIL020,ORD,ATL,948,948.0,48.0,12.0,958.0,232,171.0,227.0,2998,1121.0,11.0,1121,1121.0,,0,0,,21.0,2.0,22.0,55.0,23.0
2023,3,18,2,SW,1321,TAIL021,ATL,JFK,1003,,162.0,6.0,1013.0,92,234.0,235.0,1676,1040.0,11.0,1040,1040.0,162.0,0,0,,21.0,12.0,19.0,63.0,34.0
2023,11,27,7,SW,1322,TAIL022,JFK,LAX,1112,1112.0,161.0,27.0,1122.0,141,123.0,,1958,1204.0,9.0,1204,1204.0,161.0,0,0,,57.0,0.0,14.0,24.0,21.0
2023,8,14,7,UA,1323,TAIL023,SFO,JFK,2001,2001.0,52.0,18.0,2011.0,117,199.0,178.0,1395,2153.0,15.0,2153,2153.0,,0,0,,3.0,19.0,20.0,69.0,6.0
2023,12,18,6,AA,1324,TAIL024,ORD,LAX,1720,1720.0,108.0,,1730.0,183,175.0,182.0,2496,1897.0,,1897,1897.0,108.0,0,0,,2.0,7.0,0.0,5.0,19.0
2023,7,28,2,SW,1325,TAIL025,JFK,JFK,925,925.0,87.0,12.0,935.0,134,142.0,168.0,2856,,5.0,957,957.0,87.0,0,1,B,20.0,16.0,38.0,73.0,
2023,8,9,5,WN,1326,TAIL026,LAX,ATL,2013,2013.0,78.0,,2023.0,126,82.0,101.0,2082,2058.0,5.0,2058,2058.0,78.0,0,0,,8.0,14.0,11.0,13.0,1.0
2023,2,23,5,SW,1327,TAIL027,ORD,LAX,1193,1193.0,45.0,8.0,1203.0,100,158.0,121.0,1538,1342.0,12.0,1342,1342.0,45.0,0,1,B,2.0,7.0,70.0,55.0,1.0
2023,4,14,6,UA,1328,TAIL028,SFO,LAX,132,132.0,,,142.0,195,231.0,125.0,258,181.0,11.0,181,181.0,86.0,0,0,,45.0,6.0,36.0,0.0,29.0
2023,5,1,6,SW,1329,TAIL029,SFO,ORD,2022,2022.0,126.0,10.0,2032.0,209,96.0,108.0,646,2171.0,9.0,2171,2171.0,126.0,0,0,,50.0,7.0,82.0,78.0,38.0
2023,9,2,2,AA,1330,TAIL030,ORD,ORD,633,633.0,91.0,12.0,643.0,167,,146.0,2234,866.0,3.0,866,866.0,91.0,0,0,,39.0,3.0,29.0,30.0,23.0
2023,12,8,6,UA,1331,TAIL031,JFK,ATL,1416,1416.0,7.0,10.0,1426.0,107,223.0,129.0,2978,1515.0,,1515,,7.0,0,0,,32.0,15.0,5.0,30.0,30.0
2023,11,15,2,SW,1332,TAIL032,SFO,ATL,2340,2340.0,97.0,19.0,2350.0,162,162.0,176.0,2826,154.0,5.0,154,154.0,97.0,0,0,,19.0,15.0,20.0,47.0,
2023,5,16,5,DL,1333,TAIL033,JFK,LAX,922,,9.0,27.0,932.0,202,129.0,64.0,389,992.0,17.0,992,992.0,9.0,0,0,,24.0,5.0,1.0,64.0,12.0
2023,4,27,6,AA,1334,TAIL034,SFO,JFK,1628,1628.0,14.0,5.0,1638.0,209,199.0,74.0,2177,1784.0,5.0,1784,1784.0,14.0,0,0,,23.0,17.0,15.0,,27.0
2023,3,25,4,DL,1335,TAIL035,SFO,LAX,793,793.0,122.0,23.0,803.0,133,186.0,156.0,750,1022.0,17.0,1022,1022.0,122.0,0,0,,40.0,8.0,65.0,77.0,34.0
2023,2,14,7,SW,1336,TAIL036,ATL,LAX,1968,1968.0,-18.0,,1978.0,85,81.0,217.0,2400,2057.0,18.0,2057,2057.0,-18.0,0,0,,43.0,9.0,,26.0,8.0
2023,1,28,3,SW,1337,TAIL037,LAX,SFO,1817,1817.0,93.0,28.0,1827.0,150,,145.0,2624,1983.0,17.0,1983,1983.0,93.0,0,0,,3.0,,26.0,50.0,12.0
2023,8,26,7,SW,1338,TAIL038,JFK,JFK,2224,2224.0,79.0,25.0,2234.0,85,208.0,228.0,1021,,10.0,27,27.0,79.0,0,0,,29.0,0.0,73.0,9.0,26.0
2023,9,7,7,AA,1339,TAIL039,JFK,ATL,1632,1632.0,149.0,26.0,1642.0,206,,,1414,1756.0,10.0,1756,1756.0,149.0,0,0,,37.0,1.0,,7.0,35.0
2023,4,2,7,AA,1340,TAIL040,JFK,LAX,681,681.0,160.0,8.0,691.0,145,107.0,,2052,827.0,9.0,827,,160.0,0,0,,22.0,18.0,,35.0,33.0
2023,5,17,2,UA,1341,TAIL041,LAX,LAX,2162,2162.0,75.0,19.0,2172.0,182,179.0,161.0,554,2295.0,15.0,2295,2295.0,75.0,0,0,,1.0,17.0,18.0,43.0,10.0
2023,5,4,7,AA,1342,TAIL042,LAX,JFK,1242,1242.0,64.0,10.0,1252.0,108,234.0,90.0,1545,1427.0,18.0,1427,1427.0,64.0,0,0,,43.0,13.0,88.0,63.0,18.0
2023,10,24,5,UA,1343,TAIL043,SFO,LAX,1994,1994.0,11.0,29.0,,185,106.0,97.0,2018,2054.0,2.0,2054,2054.0,11.0,0,0,,25.0,16.0,56.0,48.0,
2023,9,13,2,UA,1344,TAIL044,LAX,ORD,1656,1656.0,-10.0,14.0,1666.0,123,,68.0,2760,1733.0,7.0,1733,1733.0,-10.0,0,0,,13.0,19.0,52.0,74.0,24.0
2023,5,1,2,WN,1345,TAIL045,JFK,ORD,383,,40.0,27.0,393.0,120,66.0,170.0,1322,,4.0,564,564.0,40.0,0,0,,59.0,12.0,41.0,50.0,10.0
2023,9,14,4,DL,1346,TAIL046,JFK,ORD,344,344.0,93.0,29.0,354.0,234,172.0,102.0,2286,,14.0,456,456.0,93.0,0,0,,8.0,,,57.0,
2023,5,28,6,AA,1347,TAIL047,ATL,ATL,2081,2081.0,-6.0,28.0,2091.0,71,198.0,223.0,884,2179.0,7.0,2179,2179.0,,0,0,,53.0,9.0,86.0,29.0,37.0
2023,10,17,5,DL,1348,TAIL048,ATL,SFO,938,938.0,14.0,10.0,948.0,222,132.0,237.0,2244,1099.0,14.0,1099,1099.0,14.0,0,0,,29.0,18.0,65.0,,30.0
2023,5,9,7,SW,1349,TAIL049,ATL,ORD,1417,,-11.0,28.0,1427.0,94,78.0,232.0,1332,1450.0,3.0,1450,1450.0,-11.0,0,0,,51.0,15.0,,8.0,11.0
2023,3,22,4,SW,1350,TAIL050,ORD,ATL,2049,,1.0,24.0,2059.0,100,224.0,162.0,809,2156.0,18.0,2156,2156.0,1.0,0,0,,8.0,5.0,87.0,37.0,38.0
2023,8,28,3,AA,1351,TAIL051,JFK,SFO,1211,1211.0,155.0,25.0,1221.0,158,92.0,69.0,1833,1251.0,17.0,1251,1251.0,155.0,0,0,,58.0,13.0,38.0,40.0,9.0
2023,12,23,1,SW,1352,TAIL052,SFO,LAX,399,399.0,136.0,5.0,409.0,197,133.0,206.0,308,494.0,15.0,494,494.0,,0,0,,51.0,,19.0,10.0,6.0
2023,9,15,7,DL,1353,TAIL053,ATL,LAX,988,988.0,78.0,25.0,998.0,105,159.0,96.0,2074,1221.0,2.0,1221,1221.0,78.0,0,0,,47.0,13.0,41.0,60.0,19.0
2023,1,7,5,DL,1354,TAIL054,ATL,ORD,1655,1655.0,109.0,26.0,1665.0,137,235.0,121.0,1792,1872.0,19.0,1872,1872.0,109.0,0,0,,46.0,5.0,44.0,51.0,18.0
2023,7,5,2,AA,1355,TAIL055,ORD,JFK,1310,1310.0,35.0,28.0,1320.0,85,157.0,127.0,1174,,12.0,1529,1529.0,35.0,0,0,,48.0,0.0,16.0,,13.0
2023,2,28,2,AA,1356,TAIL056,ATL,SFO,260,260.0,17.0,29.0,270.0,77,224.0,,1221,347.0,13.0,347,347.0,,0,0,,19.0,,54.0,59.0,3.0
2023,11,5,7,UA,1357,TAIL057,ORD,ORD,314,314.0,132.0,20.0,,79,140.0,184.0,1829,544.0,13.0,544,544.0,132.0,0,0,,27.0,14.0,21.0,34.0,18.0
2023,11,26,1,AA,1358,TAIL058,ATL,ATL,1241,1241.0,144.0,28.0,1251.0,75,66.0,74.0,502,1466.0,6.0,1466,,144.0,0,0,,,9.0,77.0,16.0,
2023,6,2,2,AA,1359,TAIL059,LAX,SFO,2059,2059.0,35.0,28.0,2069.0,225,65.0,78.0,392,2289.0,2.0,2289,2289.0,35.0,0,0,,12.0,2.0,73.0,52.0,26.0
2023,8,12,3,WN,1360,TAIL060,LAX,SFO,757,757.0,-18.0,8.0,767.0,182,101.0,188.0,2887,802.0,6.0,802,802.0,-18.0,0,0,,53.0,15.0,41.0,,3.0
2023,9,21,4,WN,1361,TAIL061,ORD,JFK,1163,1163.0,76.0,18.0,1173.0,162,229.0,165.0,2947,1237.0,,1237,1237.0,76.0,0,0,,17.0,1.0,62.0,5.0,1.0
2023,12,5,5,AA,1362,TAIL062,ATL,LAX,1746,1746.0,,29.0,,202,190.0,117.0,1083,1929.0,2.0,1929,1929.0,58.0,0,0,,10.0,2.0,80.0,69.0,1.0
2023,6,9,2,UA,1363,TAIL063,ORD,SFO,559,559.0,-9.0,16.0,,68,174.0,124.0,1854,631.0,6.0,631,631.0,,0,0,,,,49.0,,
2023,5,7,5,DL,1364,TAIL064,ORD,ORD,1308,1308.0,-6.0,28.0,1318.0,232,223.0,60.0,2231,1450.0,17.0,1450,1450.0,-6.0,0,0,,40.0,1.0,76.0,37.0,12.0
2023,2,15,3,DL,1365,TAIL065,LAX,JFK,823,823.0,,15.0,833.0,170,72.0,214.0,2098,866.0,2.0,866,866.0,102.0,0,0,,3.0,,65.0,24.0,24.0
2023,9,9,2,AA,1366,TAIL066,LAX,SFO,566,566.0,30.0,29.0,576.0,138,92.0,112.0,1629,653.0,19.0,653,653.0,30.0,0,0,,38.0,8.0,75.0,,15.0
2023,8,2,4,DL,1367,TAIL067,ATL,JFK,1901,1901.0,159.0,5.0,1911.0,192,70.0,155.0,2889,1935.0,13.0,1935,1935.0,159.0,0,0,,21.0,10.0,36.0,9.0,12.0
2023,7,4,4,WN,1368,TAIL068,JFK,SFO,957,957.0,131.0,21.0,967.0,222,112.0,66.0,1729,1025.0,5.0,1025,1025.0,131.0,0,0,,19.0,0.0,5.0,58.0,20.0
2023,6,13,3,SW,1369,TAIL069,SFO,SFO,481,481.0,,9.0,491.0,64,77.0,219.0,2822,522.0,18.0,522,522.0,-13.0,0,0,,,16.0,40.0,15.0,8.0
2023,5,14,1,WN,1370,TAIL070,ATL,ORD,1676,1676.0,149.0,29.0,1686.0,153,97.0,146.0,1291,1711.0,15.0,1711,1711.0,149.0,0,1,B,15.0,10.0,8.0,27.0,20.0
2023,9,2,7,AA,1371,TAIL071,ORD,ORD,361,361.0,80.0,,371.0,60,124.0,178.0,2200,513.0,5.0,513,513.0,80.0,0,0,,56.0,4.0,38.0,27.0,9.0
2023,1,22,4,SW,1372,TAIL072,JFK,JFK,1335,1335.0,133.0,18.0,1345.0,177,119.0,225.0,1168,1527.0,5.0,1527,1527.0,133.0,0,0,,59.0,15.0,33.0,8.0,9.0
2023,4,10,1,DL,1373,TAIL073,SFO,ATL,2351,2351.0,71.0,22.0,2361.0,67,,185.0,293,49.0,15.0,49,49.0,71.0,0,0,,4.0,2.0,26.0,57.0,30.0
2023,5,9,2,SW,1374,TAIL074,JFK,SFO,2130,2130.0,25.0,25.0,2140.0,163,238.0,115.0,2104,2328.0,5.0,2328,2328.0,25.0,0,0,,8.0,11.0,,11.0,3.0
2023,3,19,1,DL,1375,TAIL075,ATL,ATL,1548,1548.0,138.0,17.0,1558.0,187,202.0,82.0,2126,,2.0,1708,1708.0,,0,0,,30.0,16.0,35.0,23.0,19.0
2023,6,5,3,AA,1376,TAIL076,LAX,ORD,911,911.0,172.0,16.0,921.0,66,125.0,,1308,1015.0,10.0,1015,1015.0,172.0,0,0,,43.0,,89.0,50.0,21.0
2023,4,17,2,SW,1377,TAIL077,JFK,JFK,1610,,167.0,10.0,1620.0,177,218.0,190.0,2039,,19.0,1675,1675.0,167.0,0,0,,57.0,0.0,32.0,52.0,28.0
2023,12,18,1,SW,1378,TAIL078,LAX,SFO,774,774.0,172.0,21.0,784.0,62,145.0,234.0,462,893.0,10.0,893,893.0,,1,0,,16.0,19.0,57.0,,20.0
2023,7,5,1,DL,1379,TAIL079,SFO,SFO,1887,1887.0,13.0,22.0,,83,178.0,220.0,2522,2027.0,13.0,2027,2027.0,13.0,0,0,,40.0,6.0,59.0,,15.0
2023,10,23,5,DL,1380,TAIL080,JFK,LAX,1063,1063.0,,12.0,1073.0,124,206.0,118.0,1424,1297.0,,1297,1297.0,132.0,0,0,,0.0,10.0,20.0,30.0,6.0
2023,11,25,6,DL,1381,TAIL081,JFK,ORD,25,25.0,170.0,17.0,35.0,138,182.0,221.0,222,79.0,17.0,79,79.0,,0,0,,8.0,8.0,37.0,62.0,35.0
2023,1,23,3,AA,1382,TAIL082,LAX,ATL,802,802.0,50.0,23.0,812.0,60,,,501,925.0,4.0,925,925.0,50.0,0,0,,8.0,4.0,19.0,41.0,29.0
2023,4,2,3,UA,1383,TAIL083,JFK,SFO,1559,1559.0,154.0,7.0,1569.0,80,230.0,92.0,1520,1713.0,,1713,1713.0,154.0,0,0,,3.0,16.0,20.0,33.0,4.0
2023,3,22,1,UA,1384,TAIL084,ORD,ORD,91,91.0,64.0,11.0,101.0,161,107.0,70.0,1398,228.0,16.0,228,228.0,64.0,0,0,,50.0,14.0,9.0,28.0,16.0
2023,10,3,2,DL,1385,TAIL085,ORD,LAX,1680,1680.0,156.0,11.0,1690.0,102,161.0,201.0,2554,1767.0,,1767,1767.0,,0,0,,,7.0,15.0,24.0,18.0
2023,11,1,2,DL,1386,TAIL086,ATL,LAX,1835,1835.0,94.0,17.0,1845.0,202,102.0,213.0,1029,2056.0,8.0,2056,2056.0,94.0,0,0,,49.0,19.0,70.0,,17.0
2023,7,4,2,DL,1387,TAIL087,LAX,JFK,436,436.0,158.0,23.0,446.0,143,193.0,216.0,2964,535.0,9.0,535,535.0,158.0,0,0,,36.0,8.0,11.0,4.0,1.0
2023,5,10,1,SW,1388,TAIL088,ORD,LAX,1350,1350.0,179.0,29.0,1360.0,205,164.0,188.0,860,1492.0,5.0,1492,1492.0,179.0,0,0,,53.0,9.0,,15.0,
2023,10,1,7,AA,1389,TAIL089,ATL,JFK,731,731.0,123.0,14.0,741.0,115,209.0,106.0,1768,817.0,11.0,817,817.0,123.0,0,0,,40.0,8.0,74.0,62.0,27.0
2023,1,28,5,SW,1390,TAIL090,LAX,ATL,516,516.0,138.0,5.0,526.0,193,161.0,161.0,241,734.0,16.0,734,734.0,138.0,0,0,,1.0,17.0,54.0,42.0,
2023,7,6,1,SW,1391,TAIL091,ORD,LAX,1412,,63.0,,1422.0,175,151.0,83.0,762,1563.0,19.0,1563,1563.0,63.0,0,0,,38.0,13.0,46.0,,26.0
2023,9,2,3,AA,1392,TAIL092,ORD,LAX,2230,2230.0,48.0,20.0,2240.0,201,113.0,60.0,1953,2263.0,7.0,2263,,48.0,0,0,,,,4.0,24.0,
2023,12,3,2,DL,1393,TAIL093,JFK,ATL,1459,1459.0,88.0,11.0,1469.0,79,126.0,133.0,688,1687.0,18.0,1687,1687.0,88.0,0,0,,58.0,10.0,77.0,25.0,18.0
2023,4,12,7,SW,1394,TAIL094,JFK,ORD,556,556.0,94.0,17.0,,107,69.0,206.0,932,663.0,6.0,663,,94.0,0,0,,4.0,5.0,85.0,,12.0
2023,8,20,1,DL,1395,TAIL095,ATL,JFK,548,548.0,140.0,13.0,558.0,165,156.0,200.0,1362,724.0,16.0,724,,140.0,0,0,,20.0,13.0,,,6.0
2023,11,26,5,AA,1396,TAIL096,JFK,JFK,1723,1723.0,41.0,25.0,1733.0,122,233.0,122.0,806,1853.0,,1853,,41.0,0,0,,46.0,13.0,21.0,4.0,15.0
2023,2,1,2,UA,1397,TAIL097,SFO,ORD,1256,1256.0,164.0,27.0,1266.0,140,120.0,188.0,737,1428.0,17.0,1428,1428.0,164.0,0,0,,,3.0,56.0,33.0,22.0
